PROJECT_ID,SAMPLE_ID,blank_or_control,enrichment,include
DCO_GMSB,DCO_GMSB_Av4v5--P3_4,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Av4v5--P4_3,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Av4v5--P6_3,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Av4v5--P6_4,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Bv4v5--P10_2,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Bv4v5--P10_4,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Bv4v5--P11_2,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Bv4v5--P12_4,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Bv4v5--P13_4,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Bv4v5--P3_4,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Bv4v5--P6_3,FALSE,FALSE,TRUE
DCO_GMSB,DCO_GMSB_Bv4v5--P6_4,FALSE,FALSE,TRUE
DCO_GRA,DCO_GRA_Bv6v4--920W2,FALSE,FALSE,TRUE
DCO_GRA,DCO_GRA_Bv6v4--932W2,FALSE,FALSE,TRUE
DCO_GRA,DCO_GRA_Bv6v4--942W14,FALSE,FALSE,TRUE
DCO_GRA,DCO_GRA_Bv6v4--944W11,FALSE,FALSE,TRUE
DCO_GRA,DCO_GRA_Bv6v4--951W11,FALSE,FALSE,TRUE
DCO_GRA,DCO_GRA_Bv6v4--964W1,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Av6v4--BS_15105_2_147_167,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Av6v4--BS_15105_2_390_405,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Av6v4--BS_15105_2_420_435,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Av6v4--DB_15102_1_23_43,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Av6v4--EM_15103_2_21_34,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Av6v4--EM_15103_2_220_240,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Av6v4--EM_15103_2_435_455,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Bv6v4--BS_15105_2_147_167,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Bv6v4--BS_15105_2_390_405,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Bv6v4--BS_15105_2_420_435,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Bv6v4--DB_15102_1_23_43,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Bv6v4--EM_15103_2_21_34,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Bv6v4--EM_15103_2_220_240,FALSE,FALSE,TRUE
DCO_HIN,DCO_HIN_Bv6v4--EM_15103_2_435_455,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Cetus_summit_220,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Cetus_summit_40,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Venere_flow_150_m_from_summit_5,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Venere_flow_150_m_from_summit_60,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Venere_flow_80_m_from_summit_2,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Venere_flow_80_m_from_summit_267,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Venere_flow_80_m_from_summit_48,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Venere_summit_2,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Venere_summit_470,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Av4v5--Venere_summit_88,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Bv4v5--Venere_flow_150_m_from_summit_5,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Bv4v5--Venere_flow_80_m_from_summit_2,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Bv4v5--Venere_flow_80_m_from_summit_48,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Bv4v5--Venere_summit_2,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Bv4v5--Venere_summit_470,FALSE,FALSE,TRUE
DCO_KLA,DCO_KLA_Bv4v5--Venere_summit_88,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Av6v4--Wallulua_2009_213,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Av6v4--Wallulua_2009_220,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Av6v4--Wallulua_2009_31,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Av6v4--Wallulua_2009_39,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Av6v4--Wallulua_2009_413,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Av6v4--Wallulua_2011_34,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Bv6v4--Wallulua_2009_213,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Bv6v4--Wallulua_2009_220,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Bv6v4--Wallulua_2009_31,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Bv6v4--Wallulua_2009_39,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Bv6v4--Wallulua_2009_413,FALSE,FALSE,TRUE
DCO_LAV,DCO_LAV_Bv6v4--Wallulua_2011_34,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC1A_2,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC3A_2,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC3B_2,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC3C_2,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC1A_2,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC3A_2,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC3B_2,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC3C_2,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC1A,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC2A,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC2B,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC2C,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC2D,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC3A,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC3B,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC3C,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC4A,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Av4v5--PC4B,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC1A,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC2A,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC2B,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC2C,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC2D,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC3A,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC3B,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC3C,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC4A,FALSE,FALSE,TRUE
DCO_LAZ,DCO_LAZ_Bv4v5--PC4B,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1518m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1520m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1564m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1614m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1675m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1733m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1788m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1814m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1909m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_1956m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2003m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2056m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2108m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2172m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2224m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2273m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2325m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2397m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2419m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2465m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2496m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2547m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2616m,FALSE,FALSE,TRUE
DCO_LIN,DCO_LIN_Bv6--TWNCO2_2659m,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Av4v5--J2_672_BM1_B12345,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Av4v5--J2_674_Scoop_2,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Av4v5--J672black_Av4v5,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Av4v5--J672yellow_Av4v5,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Av4v5--J675yellow_Av4v5,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Av4v5--J676black_Av4v5,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Av4v5--J676red_Av4v5,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Bv4v5--J674black_Bv4v5,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Bv4v5--J675yellow_Bv4v5,FALSE,FALSE,TRUE
DCO_LOIH,DCO_LOIH_Bv4v5--J676black_Bv4v5,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Av6--LD09_2_3,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Av6--LI09_3,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Av6--LI09_4,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Av6--LI09_5,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Av6--LI13_2,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Av6--LO13_2,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Av6--LO13_8,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Av6--LV13_5,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Bv6--LD09_2_3,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Bv6--LI09_3,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Bv6--LI09_4,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Bv6--LI09_5,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Bv6--LI13_2,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Bv6--LO13_2,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Bv6--LO13_8,FALSE,FALSE,TRUE
DCO_MAC,DCO_MAC_Bv6--LV13_5,FALSE,FALSE,TRUE
DCO_MAR,DCO_MAR_Av4v5--10A,FALSE,FALSE,TRUE
DCO_MAR,DCO_MAR_Av4v5--7A_,FALSE,FALSE,TRUE
DCO_MAR,DCO_MAR_Av4v5--8A_,FALSE,FALSE,TRUE
DCO_MAR,DCO_MAR_Av4v5--9A_,FALSE,FALSE,TRUE
DCO_MAR,DCO_MAR_Bv4v5--7B_,FALSE,FALSE,TRUE
DCO_MAR,DCO_MAR_Bv4v5--8B_,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Av6v4--KC_1_12_10_SW2_Av6v4,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Av6v4--KC_7850_SWA_Av6v4,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Bv6v4--KC_1_12_10_SW2_Bv6v4,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Bv6v4--KC_7850_SWA_Bv6v4,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Bv6v4--KC_L7850_B_MF_Bv6v4,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Av6v4--Bilby_DNA2_280312_Av6v4,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Bv6v4--Bilby_DNA2_280312_Bv6v4,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Bv6v4--U12N_10_tunnel,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Av6v4--BLM_1A,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Bv6v4--BLM_1B,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Bv6v4--ER_EC_11,FALSE,FALSE,TRUE
DCO_MOS,DCO_MOS_Bv6v4--Nevares_DW2B,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW010813_cap,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW080813_cap,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW150813_cap,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW150813MF,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW250111,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW270712,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Av4v5--A_DR5IPC280513,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Av4v5--A_DR5IPC280711,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW010813_cap,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW010813_cap_2,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW080813_cap,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW080813_cap_2,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW150813_cap,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW150813_cap_2,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW150813_MF,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW150813_MF_2,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW250111,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW270712,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_DR5IPC280513,FALSE,FALSE,TRUE
DCO_ONS,DCO_ONS_Bv4v5--B_DR5IPC280711,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1382A_10H4,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1382A_1H3,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1382A_2H2,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1382A_2H4,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1382A_4H4,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1382A_7H6,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1382A_8H6,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6v4--Orc4H1,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X327_U1362A_21R1A,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X327_U1363D_6XCC,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_10H4,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_1H3,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_2H2,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_2H4,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_4H4,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_7H6,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_8H6,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1383C_11R,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1383C_24R,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1383C_30R,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1383C_11R,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1383C_24R,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1383C_30R,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--JdF16R2,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--JdF21R1A,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--JdF21R1B,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--JdF4H2,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--JdF4HCC,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--JdF5X1,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--JdF8X2,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--JdF8X5,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--JdFback,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--NP13501,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--NP13504,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--Orc4H1,FALSE,FALSE,TRUE
DCO_ORC,DCO_ORC_Bv6v4--Orc4H3_upper,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--A1_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--A2_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--A3_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--A4_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--A5_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--B1_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--B2_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--B3_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--B4_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--B5_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Av4v5--B6_,FALSE,FALSE,TRUE
DCO_PIN,DCO_PIN_Bv4v5--DCO_PIN_Bv4v5,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_809_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_823_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_838_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_847_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_855_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS64_312_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS64_317_PUC_17,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS64_326_PUC_12,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS64_332_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS64_336_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS64_371_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS64_372_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS64_373_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS74_2_168_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS74_2_169_1_PUC3,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Av6v4--PS74_2_172_1_PUC131,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--MSM16_2_809_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--MSM16_2_823_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--MSM16_2_838_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--MSM16_2_847_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--MSM16_2_855_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS64_312_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS64_317_PUC_17,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS64_326_PUC_12,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS64_332_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS64_336_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS64_371_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS64_372_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS64_373_1_GC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS74_2_168_1_MUC,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS74_2_169_1_PUC3,FALSE,FALSE,TRUE
DCO_RAM,DCO_RAM_Bv6v4--PS74_2_172_1_PUC131,FALSE,FALSE,TRUE
DCO_RUS,DCO_RUS_Bv4v5--4_D,FALSE,FALSE,TRUE
DCO_RUS,DCO_RUS_Bv4v5--6_D,FALSE,FALSE,TRUE
DCO_RUS,DCO_RUS_Bv4v5--6_H,FALSE,FALSE,TRUE
DCO_RUS,DCO_RUS_Bv4v5--8_D,FALSE,FALSE,TRUE
DCO_RUS,DCO_RUS_Av4v5--O_12,FALSE,FALSE,TRUE
DCO_RUS,DCO_RUS_Av4v5--O_3,FALSE,FALSE,TRUE
DCO_RUS,DCO_RUS_Bv4v5--O_12,FALSE,FALSE,TRUE
DCO_RUS,DCO_RUS_Bv4v5--O_3,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--A1_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--A2_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--A3_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--A4_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--A5_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--B1_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--B2_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--B3_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--B4_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--B5_,FALSE,FALSE,TRUE
DCO_SAR,DCO_SAR_Bv4v5--B6_,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1373_DF_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1374_14R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1374_20R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1374_27R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1374_31R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1374_38R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1374_52R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1374_58R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1374_68R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1374_8R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1376_04R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1376_07R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1376_16R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1376_17R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1376_19R_Bac,FALSE,FALSE,TRUE
DCO_SYL,DCO_SYL_Bv6v4--1376_23R,FALSE,FALSE,TRUE
DCO_TAS,DCO_TAS_Bv4v5--S1_10,FALSE,FALSE,TRUE
DCO_TAS,DCO_TAS_Bv4v5--S1_30,FALSE,FALSE,TRUE
DCO_TAS,DCO_TAS_Bv4v5--S2_10,FALSE,FALSE,TRUE
DCO_TAS,DCO_TAS_Bv4v5--S2_30,FALSE,FALSE,TRUE
