PROJECT_ID,SAMPLE_ID,latitude,longitude,latitude_longitude_input_by_investigator,blank_or_control,enrichment,include,pH,temperature,pH_input_by_investigator,temperature_input_by_investigator,env_biome,env_biome_input_by_investigator,env_feature,env_feature_input_by_investigator,env_material,env_material_input_by_investigator
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1A_Jul14,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1B_Aug13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1B_Jul14,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1C_Aug13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1C_Jul14,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2A_Aug13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2A_Jul14,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2B_Aug13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2B_Jul14,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2C_Aug13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CSWold_A_Aug13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CSWold_A_Dec13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CSWold_June11,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--CSWold_Mar12,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08A_A_Dec13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08A_B_Aug13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08A_July11,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08Aa_Aug12,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08B_A_Aug13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08B_A_Dec13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08B_July11,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08Ba_Aug12,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08Bb_Aug12,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08Bc_Aug12,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08C_A_Aug13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N08C_A_Dec13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N1A_Aug12,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--N5A_Aug12,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_8A_Apr11_Bv4v5,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_8A_Aug11_Bv4v5,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_8B_AprC11_Bv4v5,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_8B_AprD11_Bv4v5,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW_Aug11_Bv4v5,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_1A_Mar13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_2A_Mar13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_3B_Mar13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_4A_Mar13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_5A_Mar13,null,null,FALSE,FALSE,FALSE,TRUE,null,null,FALSE,FALSE,null,FALSE,null,FALSE,null,FALSE
