PROJECT_ID,SAMPLE_ID,blank_or_control,dna_region,domain,env_biome,env_feature,env_material,latitude,longitude
DCO_RAM,DCO_RAM_Bv6v4--PS74_2_168_1_MUC,FALSE,v6v4,Bacteria,"marine biome",volcano,sediment,72.005,14.724
DCO_RAM,DCO_RAM_Bv6v4--PS74_2_169_1_PUC3,FALSE,v6v4,Bacteria,"marine biome",volcano,sediment,72.005,14.726
DCO_RAM,DCO_RAM_Bv6v4--PS74_2_172_1_PUC131,FALSE,v6v4,Bacteria,"marine biome",volcano,sediment,72.005,14.726
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_809_1_MUC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.003,14.732
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_823_1_MUC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.003,14.732
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_838_1_MUC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.005,14.726
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_847_1_MUC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.004,14.727
DCO_RAM,DCO_RAM_Av6v4--MSM16_2_855_1_MUC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.004,14.73
DCO_RAM,DCO_RAM_Av6v4--PS64_312_1_MUC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.004,14.725
DCO_RAM,DCO_RAM_Av6v4--PS64_317_PUC_17,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.003,14.731
DCO_RAM,DCO_RAM_Av6v4--PS64_326_PUC_12,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.001,14.719
DCO_RAM,DCO_RAM_Av6v4--PS64_332_1_GC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.005,14.726
DCO_RAM,DCO_RAM_Av6v4--PS64_336_1_GC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.0,14.726
DCO_RAM,DCO_RAM_Av6v4--PS64_371_1_GC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.003,14.731
DCO_RAM,DCO_RAM_Av6v4--PS64_372_1_GC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.004,14.727
DCO_RAM,DCO_RAM_Av6v4--PS64_373_1_GC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.003,14.728
DCO_RAM,DCO_RAM_Av6v4--PS74_2_168_1_MUC,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.005,14.724
DCO_RAM,DCO_RAM_Av6v4--PS74_2_169_1_PUC3,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.005,14.726
DCO_RAM,DCO_RAM_Av6v4--PS74_2_172_1_PUC131,FALSE,v6v4,Archaea,"marine biome",seep,sediment,72.005,14.726
DCO_PED,DCO_PED_Bv6v4--KA2198A_Prov_1,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,57.4344,16.66
DCO_PED,DCO_PED_Bv6v4--KA3110A_2,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,57.4344,16.66
DCO_PED,DCO_PED_Bv6v4--KA3385A_2,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,57.4344,16.66
DCO_PED,DCO_PED_Bv6v4--KA3510A_Prov_1,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,57.4344,16.66
DCO_PED,DCO_PED_Bv6v4--KF0069A01_2,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,57.4344,16.66
DCO_PED,DCO_PED_Bv6v4--KJ0052F01_100L,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,57.4344,16.66
DCO_PED,DCO_PED_Bv6v4--ONK_KR15,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--ONK_KR15_2,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--ONK_PVA06_2,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--ONK_PVA1,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--ONK_PVA10,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--ONK_PVA3,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--ONK_PVA5,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--ONK_PVA6,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--SURE2_C1_3_1_cell2,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--SURE2_P7_S1,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--SURE2_P7_S2,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6v4--SURE2_P7_S3,FALSE,v6v4,Bacteria,"terrestrial biome",aquifer,water,61.2369,21.4408
DCO_PED,DCO_PED_Bv6--OL_KR55,FALSE,v6,Bacteria,"terrestrial biome",rock,rock,61.2369,21.4408
DCO_PED,DCO_PED_Bv6--OL_KR56,FALSE,v6,Bacteria,"terrestrial biome",rock,rock,61.2369,21.4408
DCO_PED,DCO_PED_Bv6--ONK_PVA08,FALSE,v6,Bacteria,"terrestrial biome",rock,rock,61.2369,21.4408
DCO_PED,DCO_PED_Bv6--SURE3_C1_1,FALSE,v6,Bacteria,"terrestrial biome",rock,rock,57.4344,16.66
DCO_PED,DCO_PED_Bv6--SURE3_C2_2_3_1,FALSE,v6,Bacteria,"terrestrial biome",rock,rock,57.4344,16.66
DCO_PED,DCO_PED_Av6--KA3110A_2,FALSE,v6,Archaea,"terrestrial biome",borehole,water,57.4344,16.66
DCO_PED,DCO_PED_Av6--KA3385A_2,FALSE,v6,Archaea,"terrestrial biome",borehole,water,57.4344,16.66
DCO_PED,DCO_PED_Av6--ONK_KR15,FALSE,v6,Archaea,"terrestrial biome",borehole,water,61.2369,21.4408
DCO_PED,DCO_PED_Av6--ONK_KR15_2,FALSE,v6,Archaea,"terrestrial biome",borehole,water,61.2369,21.4408
DCO_PED,DCO_PED_Av6--ONK_PVA06_2,FALSE,v6,Archaea,"terrestrial biome",borehole,water,61.2369,21.4408
DCO_PED,DCO_PED_Av6--ONK_PVA1,FALSE,v6,Archaea,"terrestrial biome",borehole,water,61.2369,21.4408
DCO_PED,DCO_PED_Av6--ONK_PVA10,FALSE,v6,Archaea,"terrestrial biome",borehole,water,61.2369,21.4408
DCO_ORC,DCO_ORC_Bv6v4--JdF16R2,FALSE,v6v4,Bacteria,"marine biome",borehole,rock,47.76103,-127.7612
DCO_ORC,DCO_ORC_Bv6v4--JdF21R1A,FALSE,v6v4,Bacteria,"marine biome",borehole,rock,47.76103,-127.7612
DCO_ORC,DCO_ORC_Bv6v4--JdF21R1B,FALSE,v6v4,Bacteria,"marine biome",borehole,rock,47.76103,-127.7612
DCO_ORC,DCO_ORC_Bv6v4--JdF4H2,FALSE,v6v4,Bacteria,"marine biome",borehole,sediment,47.28877,-128.03562
DCO_ORC,DCO_ORC_Bv6v4--JdF4HCC,FALSE,v6v4,Bacteria,"marine biome",borehole,sediment,47.28877,-128.03562
DCO_ORC,DCO_ORC_Bv6v4--JdF5X1,FALSE,v6v4,Bacteria,"marine biome",borehole,sediment,47.289197,-128.0351
DCO_ORC,DCO_ORC_Bv6v4--JdF8X2,FALSE,v6v4,Bacteria,"marine biome",borehole,sediment,47.289197,-128.0351
DCO_ORC,DCO_ORC_Bv6v4--JdF8X5,FALSE,v6v4,Bacteria,"marine biome",borehole,sediment,47.289197,-128.0351
DCO_ORC,DCO_ORC_Bv6v4--JdFback,FALSE,v6v4,Bacteria,"marine biome",borehole,water,47.292873,-128.029332
DCO_ORC,DCO_ORC_Bv6v4--NP13501,FALSE,v6v4,Bacteria,"marine biome",borehole,sediment,22.78,-46.11
DCO_ORC,DCO_ORC_Bv6v4--NP13504,FALSE,v6v4,Bacteria,"marine biome",borehole,sediment,22.83,-46.05
DCO_ORC,DCO_ORC_Bv6v4--Orc4H1,FALSE,v6v4,Bacteria,"marine biome",borehole,sediment,47.28877,-128.03562
DCO_ORC,DCO_ORC_Bv6v4--Orc4H3_upper,FALSE,v6v4,Bacteria,"marine biome",borehole,sediment,47.28877,-128.03562
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1383C_11R,FALSE,v6,Bacteria,"marine biome",borehole,rock,22.80221,-46.05259
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1383C_24R,FALSE,v6,Bacteria,"marine biome",borehole,rock,22.80221,-46.05259
DCO_ORC,DCO_ORC_Bv6--IODP_X336_U1383C_30R,FALSE,v6,Bacteria,"marine biome",borehole,rock,22.80221,-46.05259
DCO_ORC,DCO_ORC_Av6--IODP_X327_U1362A_21R1A,FALSE,v6,Archaea,"marine biome",borehole,rock,47.76105,-127.7612
DCO_ORC,DCO_ORC_Av6--IODP_X327_U1363D_6XCC,FALSE,v6,Archaea,"marine biome",borehole,rock,47.29287,-128.02933
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_10H4,FALSE,v6,Archaea,"marine biome",borehole,sediment,22.75547,-46.08125
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_1H3,FALSE,v6,Archaea,"marine biome",borehole,sediment,22.75547,-46.08125
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_2H2,FALSE,v6,Archaea,"marine biome",borehole,sediment,22.75547,-46.08125
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_2H4,FALSE,v6,Archaea,"marine biome",borehole,sediment,22.75547,-46.08125
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_4H4,FALSE,v6,Archaea,"marine biome",borehole,sediment,22.75547,-46.08125
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_7H6,FALSE,v6,Archaea,"marine biome",borehole,sediment,22.75547,-46.08125
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1382B_8H6,FALSE,v6,Archaea,"marine biome",borehole,sediment,22.75547,-46.08125
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1383C_11R,FALSE,v6,Archaea,"marine biome",borehole,rock,22.80221,-46.05259
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1383C_24R,FALSE,v6,Archaea,"marine biome",borehole,rock,22.80221,-46.05259
DCO_ORC,DCO_ORC_Av6--IODP_X336_U1383C_30R,FALSE,v6,Archaea,"marine biome",borehole,rock,22.80221,-46.05259
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW010813_cap,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW010813_cap_2,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW080813_cap,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW080813_cap_2,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW150813_MF,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW150813_MF_2,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW150813_cap,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW150813_cap_2,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW250111,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_BE326FW270712,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Bv4v5--B_DR5IPC280513,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,26.42,27.504
DCO_ONS,DCO_ONS_Bv4v5--B_DR5IPC280711,FALSE,v4v5,Bacteria,"terrestrial biome","geological fracture",water,26.42,27.504
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW010813_cap,FALSE,v4v5,Archaea,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW080813_cap,FALSE,v4v5,Archaea,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW150813MF,FALSE,v4v5,Archaea,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW150813_cap,FALSE,v4v5,Archaea,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW250111,FALSE,v4v5,Archaea,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Av4v5--A_BE326FW270712,FALSE,v4v5,Archaea,"terrestrial biome","geological fracture",water,28.24,26.796
DCO_ONS,DCO_ONS_Av4v5--A_DR5IPC280513,FALSE,v4v5,Archaea,"terrestrial biome","geological fracture",water,26.42,27.504
DCO_ONS,DCO_ONS_Av4v5--A_DR5IPC280711,FALSE,v4v5,Archaea,"terrestrial biome","geological fracture",water,26.42,27.504
DCO_MOS,DCO_MOS_Bv6v4--BLM_1B,FALSE,v6v4,Bacteria,"terrestrial biome",well,water,36.40116667,-116.468
DCO_MOS,DCO_MOS_Bv6v4--ER_EC_11,FALSE,v6v4,Bacteria,"terrestrial biome",well,water,37.2,-116.48
DCO_MOS,DCO_MOS_Bv6v4--Nevares_DW2B,FALSE,v6v4,Bacteria,"terrestrial biome",well,water,36.5073,-116.81967
DCO_MOS,DCO_MOS_Bv6v4--U12N_10_tunnel,FALSE,v6v4,Bacteria,"terrestrial biome",mine,water,37.21,-116.21
DCO_MOS,DCO_MOS_Av6v4--BLM_1A,FALSE,v6v4,Archaea,"terrestrial biome",well,water,36.40116667,-116.468
DCO_LOIH,DCO_LOIH_Bv4v5--J674black_Bv4v5,FALSE,v4v5,Bacteria,"marine biome","hydrothermal vent",water,18.906,-155.257
DCO_LOIH,DCO_LOIH_Bv4v5--J675yellow_Bv4v5,FALSE,v4v5,Bacteria,"marine biome","hydrothermal vent",water,18.906,-155.257
DCO_LOIH,DCO_LOIH_Bv4v5--J676black_Bv4v5,FALSE,v4v5,Bacteria,"marine biome","hydrothermal vent",water,18.906,-155.257
